Latitude-1 Latitude-2 Longitude-1 Longitude-2
3.4794 3.6795 36.2683 36.4684
3.4794 3.6795 36.7182 36.9183
3.4794 3.6795 37.1681 37.3681
3.4794 3.6795 37.6181 37.8181
3.4794 3.6795 38.068 38.2681
3.4794 3.6795 38.5179 38.718
3.4794 3.6795 38.9678 39.1679
3.4794 3.6795 39.4177 39.6178
3.4794 3.6795 39.8676 40.0677
3.4794 3.6795 40.3176 40.5176
3.4794 3.6795 40.7675 40.9676
3.4794 3.6795 41.2174 41.4175
3.4794 3.6795 41.6673 41.8674
3.4794 3.6795 41.8923 42.0923
3.0395 3.2395 33.1189 33.319
3.0395 3.2395 33.5688 33.7689
3.0395 3.2395 34.0187 34.2188
3.0395 3.2395 34.4687 34.6687
3.0395 3.2395 34.9186 35.1187
3.0395 3.2395 35.3685 35.5686
3.0395 3.2395 35.8184 36.0185
3.0395 3.2395 36.2683 36.4684
3.0395 3.2395 36.7182 36.9183
3.0395 3.2395 37.1681 37.3681
3.0395 3.2395 37.6181 37.8181
3.0395 3.2395 38.068 38.2681
3.0395 3.2395 38.5179 38.718
3.0395 3.2395 38.9678 39.1679
3.0395 3.2395 39.4177 39.6178
3.0395 3.2395 39.8676 40.0677
3.0395 3.2395 40.3176 40.5176
3.0395 3.2395 40.7675 40.9676
3.0395 3.2395 41.2174 41.4175
3.0395 3.2395 41.6673 41.8674
3.0395 3.2395 41.8923 42.0923
2.5996 2.7996 33.1189 33.319
2.5996 2.7996 33.5688 33.7689
2.5996 2.7996 34.0187 34.2188
2.5996 2.7996 34.4687 34.6687
2.5996 2.7996 34.9186 35.1187
2.5996 2.7996 35.3685 35.5686
2.5996 2.7996 35.8184 36.0185
2.5996 2.7996 36.2683 36.4684
2.5996 2.7996 36.7182 36.9183
2.5996 2.7996 37.1681 37.3681
2.5996 2.7996 37.6181 37.8181
2.5996 2.7996 38.068 38.2681
2.5996 2.7996 38.5179 38.718
2.5996 2.7996 38.9678 39.1679
2.5996 2.7996 39.4177 39.6178
2.5996 2.7996 39.8676 40.0677
2.5996 2.7996 40.3176 40.5176
2.5996 2.7996 40.7675 40.9676
2.5996 2.7996 41.2174 41.4175
2.5996 2.7996 41.6673 41.8674
2.5996 2.7996 41.8923 42.0923
2.1596 2.3596 33.1189 33.319
2.1596 2.3596 33.5688 33.7689
2.1596 2.3596 34.0187 34.2188
2.1596 2.3596 34.4687 34.6687
2.1596 2.3596 34.9186 35.1187
2.1596 2.3596 35.3685 35.5686
2.1596 2.3596 35.8184 36.0185
2.1596 2.3596 36.2683 36.4684
2.1596 2.3596 36.7182 36.9183
2.1596 2.3596 37.1681 37.3681
2.1596 2.3596 37.6181 37.8181
2.1596 2.3596 38.068 38.2681
2.1596 2.3596 38.5179 38.718
2.1596 2.3596 38.9678 39.1679
2.1596 2.3596 39.4177 39.6178
2.1596 2.3596 39.8676 40.0677
2.1596 2.3596 40.3176 40.5176
2.1596 2.3596 40.7675 40.9676
2.1596 2.3596 41.2174 41.4175
2.1596 2.3596 41.6673 41.8674
2.1596 2.3596 41.8923 42.0923
1.7197 1.9198 33.1189 33.319
1.7197 1.9198 33.5688 33.7689
1.7197 1.9198 34.0187 34.2188
1.7197 1.9198 34.4687 34.6687
1.7197 1.9198 34.9186 35.1187
1.7197 1.9198 35.3685 35.5686
1.7197 1.9198 35.8184 36.0185
1.7197 1.9198 36.2683 36.4684
1.7197 1.9198 36.7182 36.9183
1.7197 1.9198 37.1681 37.3681
1.7197 1.9198 37.6181 37.8181
1.7197 1.9198 38.068 38.2681
1.7197 1.9198 38.5179 38.718
1.7197 1.9198 38.9678 39.1679
1.7197 1.9198 39.4177 39.6178
1.7197 1.9198 39.8676 40.0677
1.7197 1.9198 40.3176 40.5176
1.7197 1.9198 40.7675 40.9676
1.7197 1.9198 41.2174 41.4175
1.7197 1.9198 41.6673 41.8674
1.7197 1.9198 41.8923 42.0923
1.2798 1.4799 33.1189 33.319
1.2798 1.4799 33.5688 33.7689
1.2798 1.4799 34.0187 34.2188
1.2798 1.4799 34.4687 34.6687
1.2798 1.4799 34.9186 35.1187
1.2798 1.4799 35.3685 35.5686
1.2798 1.4799 35.8184 36.0185
1.2798 1.4799 36.2683 36.4684
1.2798 1.4799 36.7182 36.9183
1.2798 1.4799 37.1681 37.3681
1.2798 1.4799 37.6181 37.8181
1.2798 1.4799 38.068 38.2681
1.2798 1.4799 38.5179 38.718
1.2798 1.4799 38.9678 39.1679
1.2798 1.4799 39.4177 39.6178
1.2798 1.4799 39.8676 40.0677
1.2798 1.4799 40.3176 40.5176
1.2798 1.4799 40.7675 40.9676
1.2798 1.4799 41.2174 41.4175
1.2798 1.4799 41.6673 41.8674
1.2798 1.4799 41.8923 42.0923
0.8399 1.0399 33.1189 33.319
0.8399 1.0399 33.5688 33.7689
0.8399 1.0399 34.0187 34.2188
0.8399 1.0399 34.4687 34.6687
0.8399 1.0399 34.9186 35.1187
0.8399 1.0399 35.3685 35.5686
0.8399 1.0399 35.8184 36.0185
0.8399 1.0399 36.2683 36.4684
0.8399 1.0399 36.7182 36.9183
0.8399 1.0399 37.1681 37.3681
0.8399 1.0399 37.6181 37.8181
0.8399 1.0399 38.068 38.2681
0.8399 1.0399 38.5179 38.718
0.8399 1.0399 38.9678 39.1679
0.8399 1.0399 39.4177 39.6178
0.8399 1.0399 39.8676 40.0677
0.8399 1.0399 40.3176 40.5176
0.8399 1.0399 40.7675 40.9676
0.8399 1.0399 41.2174 41.4175
0.8399 1.0399 41.6673 41.8674
0.8399 1.0399 41.8923 42.0923
0.4 0.6 33.1189 33.319
0.4 0.6 33.5688 33.7689
0.4 0.6 34.0187 34.2188
0.4 0.6 34.4687 34.6687
0.4 0.6 34.9186 35.1187
0.4 0.6 35.3685 35.5686
0.4 0.6 35.8184 36.0185
0.4 0.6 36.2683 36.4684
0.4 0.6 36.7182 36.9183
0.4 0.6 37.1681 37.3681
0.4 0.6 37.6181 37.8181
0.4 0.6 38.068 38.2681
0.4 0.6 38.5179 38.718
0.4 0.6 38.9678 39.1679
0.4 0.6 39.4177 39.6178
0.4 0.6 39.8676 40.0677
0.4 0.6 40.3176 40.5176
0.4 0.6 40.7675 40.9676
0.4 0.6 41.2174 41.4175
0.4 0.6 41.6673 41.8674
0.4 0.6 41.8923 42.0923
-0.0399 0.1601 33.1189 33.319
-0.0399 0.1601 33.5688 33.7689
-0.0399 0.1601 34.0187 34.2188
-0.0399 0.1601 34.4687 34.6687
-0.0399 0.1601 34.9186 35.1187
-0.0399 0.1601 35.3685 35.5686
-0.0399 0.1601 35.8184 36.0185
-0.0399 0.1601 36.2683 36.4684
-0.0399 0.1601 36.7182 36.9183
-0.0399 0.1601 37.1681 37.3681
-0.0399 0.1601 37.6181 37.8181
-0.0399 0.1601 38.068 38.2681
-0.0399 0.1601 38.5179 38.718
-0.0399 0.1601 38.9678 39.1679
-0.0399 0.1601 39.4177 39.6178
-0.0399 0.1601 39.8676 40.0677
-0.0399 0.1601 40.3176 40.5176
-0.0399 0.1601 40.7675 40.9676
-0.0399 0.1601 41.2174 41.4175
-0.0399 0.1601 41.6673 41.8674
-0.0399 0.1601 41.8923 42.0923
-0.4798 -0.2799 33.1189 33.319
-0.4798 -0.2799 33.5688 33.7689
-0.4798 -0.2799 34.0187 34.2188
-0.4798 -0.2799 34.4687 34.6687
-0.4798 -0.2799 34.9186 35.1187
-0.4798 -0.2799 35.3685 35.5686
-0.4798 -0.2799 35.8184 36.0185
-0.4798 -0.2799 36.2683 36.4684
-0.4798 -0.2799 36.7182 36.9183
-0.4798 -0.2799 37.1681 37.3681
-0.4798 -0.2799 37.6181 37.8181
-0.4798 -0.2799 38.068 38.2681
-0.4798 -0.2799 38.5179 38.718
-0.4798 -0.2799 38.9678 39.1679
-0.4798 -0.2799 39.4177 39.6178
-0.4798 -0.2799 39.8676 40.0677
-0.4798 -0.2799 40.3176 40.5176
-0.4798 -0.2799 40.7675 40.9676
-0.4798 -0.2799 41.2174 41.4175
-0.4798 -0.2799 41.6673 41.8674
-0.4798 -0.2799 41.8923 42.0923
-0.9197 -0.7198 33.1189 33.319
-0.9197 -0.7198 33.5688 33.7689
-0.9197 -0.7198 34.0187 34.2188
-0.9197 -0.7198 34.4687 34.6687
-0.9197 -0.7198 34.9186 35.1187
-0.9197 -0.7198 35.3685 35.5686
-0.9197 -0.7198 35.8184 36.0185
-0.9197 -0.7198 36.2683 36.4684
-0.9197 -0.7198 36.7182 36.9183
-0.9197 -0.7198 37.1681 37.3681
-0.9197 -0.7198 37.6181 37.8181
-0.9197 -0.7198 38.068 38.2681
-0.9197 -0.7198 38.5179 38.718
-0.9197 -0.7198 38.9678 39.1679
-0.9197 -0.7198 39.4177 39.6178
-0.9197 -0.7198 39.8676 40.0677
-0.9197 -0.7198 40.3176 40.5176
-0.9197 -0.7198 40.7675 40.9676
-0.9197 -0.7198 41.2174 41.4175
-0.9197 -0.7198 41.6673 41.8674
-0.9197 -0.7198 41.8923 42.0923
-1.3597 -1.1597 33.1189 33.319
-1.3597 -1.1597 33.5688 33.7689
-1.3597 -1.1597 34.0187 34.2188
-1.3597 -1.1597 34.4687 34.6687
-1.3597 -1.1597 34.9186 35.1187
-1.3597 -1.1597 35.3685 35.5686
-1.3597 -1.1597 35.8184 36.0185
-1.3597 -1.1597 36.2683 36.4684
-1.3597 -1.1597 36.7182 36.9183
-1.3597 -1.1597 37.1681 37.3681
-1.3597 -1.1597 37.6181 37.8181
-1.3597 -1.1597 38.068 38.2681
-1.3597 -1.1597 38.5179 38.718
-1.3597 -1.1597 38.9678 39.1679
-1.3597 -1.1597 39.4177 39.6178
-1.3597 -1.1597 39.8676 40.0677
-1.3597 -1.1597 40.3176 40.5176
-1.3597 -1.1597 40.7675 40.9676
-1.3597 -1.1597 41.2174 41.4175
-1.3597 -1.1597 41.6673 41.8674
-1.3597 -1.1597 41.8923 42.0923
-1.7996 -1.5996 33.1189 33.319
-1.7996 -1.5996 33.5688 33.7689
-1.7996 -1.5996 34.0187 34.2188
-1.7996 -1.5996 34.4687 34.6687
-1.7996 -1.5996 34.9186 35.1187
-1.7996 -1.5996 35.3685 35.5686
-1.7996 -1.5996 35.8184 36.0185
-1.7996 -1.5996 36.2683 36.4684
-1.7996 -1.5996 36.7182 36.9183
-1.7996 -1.5996 37.1681 37.3681
-1.7996 -1.5996 37.6181 37.8181
-1.7996 -1.5996 38.068 38.2681
-1.7996 -1.5996 38.5179 38.718
-1.7996 -1.5996 38.9678 39.1679
-1.7996 -1.5996 39.4177 39.6178
-1.7996 -1.5996 39.8676 40.0677
-1.7996 -1.5996 40.3176 40.5176
-1.7996 -1.5996 40.7675 40.9676
-1.7996 -1.5996 41.2174 41.4175
-1.7996 -1.5996 41.6673 41.8674
-1.7996 -1.5996 41.8923 42.0923
-2.2395 -2.0395 33.1189 33.319
-2.2395 -2.0395 33.5688 33.7689
-2.2395 -2.0395 34.0187 34.2188
-2.2395 -2.0395 34.4687 34.6687
-2.2395 -2.0395 34.9186 35.1187
-2.2395 -2.0395 35.3685 35.5686
-2.2395 -2.0395 35.8184 36.0185
-2.2395 -2.0395 36.2683 36.4684
-2.2395 -2.0395 36.7182 36.9183
-2.2395 -2.0395 37.1681 37.3681
-2.2395 -2.0395 37.6181 37.8181
-2.2395 -2.0395 38.068 38.2681
-2.2395 -2.0395 38.5179 38.718
-2.2395 -2.0395 38.9678 39.1679
-2.2395 -2.0395 39.4177 39.6178
-2.2395 -2.0395 39.8676 40.0677
-2.2395 -2.0395 40.3176 40.5176
-2.2395 -2.0395 40.7675 40.9676
-2.2395 -2.0395 41.2174 41.4175
-2.2395 -2.0395 41.6673 41.8674
-2.2395 -2.0395 41.8923 42.0923
-2.6795 -2.4794 33.1189 33.319
-2.6795 -2.4794 33.5688 33.7689
-2.6795 -2.4794 34.0187 34.2188
-2.6795 -2.4794 34.4687 34.6687
-2.6795 -2.4794 34.9186 35.1187
-2.6795 -2.4794 35.3685 35.5686
-2.6795 -2.4794 35.8184 36.0185
-2.6795 -2.4794 36.2683 36.4684
-2.6795 -2.4794 36.7182 36.9183
-2.6795 -2.4794 37.1681 37.3681
-2.6795 -2.4794 37.6181 37.8181
-2.6795 -2.4794 38.068 38.2681
-2.6795 -2.4794 38.5179 38.718
-2.6795 -2.4794 38.9678 39.1679
-2.6795 -2.4794 39.4177 39.6178
-2.6795 -2.4794 39.8676 40.0677
-2.6795 -2.4794 40.3176 40.5176
-2.6795 -2.4794 40.7675 40.9676
-2.6795 -2.4794 41.2174 41.4175
-2.6795 -2.4794 41.6673 41.8674
-2.6795 -2.4794 41.8923 42.0923
-3.1194 -2.9194 33.1189 33.319
-3.1194 -2.9194 33.5688 33.7689
-3.1194 -2.9194 34.0187 34.2188
-3.1194 -2.9194 34.4687 34.6687
-3.1194 -2.9194 34.9186 35.1187
-3.1194 -2.9194 35.3685 35.5686
-3.1194 -2.9194 35.8184 36.0185
-3.1194 -2.9194 36.2683 36.4684
-3.1194 -2.9194 36.7182 36.9183
-3.1194 -2.9194 37.1681 37.3681
-3.1194 -2.9194 37.6181 37.8181
-3.1194 -2.9194 38.068 38.2681
-3.1194 -2.9194 38.5179 38.718
-3.1194 -2.9194 38.9678 39.1679
-3.1194 -2.9194 39.4177 39.6178
-3.1194 -2.9194 39.8676 40.0677
-3.1194 -2.9194 40.3176 40.5176
-3.1194 -2.9194 40.7675 40.9676
-3.1194 -2.9194 41.2174 41.4175
-3.1194 -2.9194 41.6673 41.8674
-3.1194 -2.9194 41.8923 42.0923
-3.5593 -3.3592 33.1189 33.319
-3.5593 -3.3592 33.5688 33.7689
-3.5593 -3.3592 34.0187 34.2188
-3.5593 -3.3592 34.4687 34.6687
-3.5593 -3.3592 34.9186 35.1187
-3.5593 -3.3592 35.3685 35.5686
-3.5593 -3.3592 35.8184 36.0185
-3.5593 -3.3592 36.2683 36.4684
-3.5593 -3.3592 36.7182 36.9183
-3.5593 -3.3592 37.1681 37.3681
-3.5593 -3.3592 37.6181 37.8181
-3.5593 -3.3592 38.068 38.2681
-3.5593 -3.3592 38.5179 38.718
-3.5593 -3.3592 38.9678 39.1679
-3.5593 -3.3592 39.4177 39.6178
-3.5593 -3.3592 39.8676 40.0677
-3.5593 -3.3592 40.3176 40.5176
-3.5593 -3.3592 40.7675 40.9676
-3.5593 -3.3592 41.2174 41.4175
-3.5593 -3.3592 41.6673 41.8674
-3.5593 -3.3592 41.8923 42.0923
-3.9992 -3.7992 33.1189 33.319
-3.9992 -3.7992 33.5688 33.7689
-3.9992 -3.7992 34.0187 34.2188
-3.9992 -3.7992 34.4687 34.6687
-3.9992 -3.7992 34.9186 35.1187
-3.9992 -3.7992 35.3685 35.5686
-3.9992 -3.7992 35.8184 36.0185
-3.9992 -3.7992 36.2683 36.4684
-3.9992 -3.7992 36.7182 36.9183
-3.9992 -3.7992 37.1681 37.3681
-3.9992 -3.7992 37.6181 37.8181
-3.9992 -3.7992 38.068 38.2681
-3.9992 -3.7992 38.5179 38.718
-3.9992 -3.7992 38.9678 39.1679
-3.9992 -3.7992 39.4177 39.6178
-3.9992 -3.7992 39.8676 40.0677
-3.9992 -3.7992 40.3176 40.5176
-3.9992 -3.7992 40.7675 40.9676
-3.9992 -3.7992 41.2174 41.4175
-3.9992 -3.7992 41.6673 41.8674
-3.9992 -3.7992 41.8923 42.0923
-4.4391 -4.2392 33.1189 33.319
-4.4391 -4.2392 33.5688 33.7689
-4.4391 -4.2392 34.0187 34.2188
-4.4391 -4.2392 34.4687 34.6687
-4.4391 -4.2392 34.9186 35.1187
-4.4391 -4.2392 35.3685 35.5686
-4.4391 -4.2392 35.8184 36.0185
-4.4391 -4.2392 36.2683 36.4684
-4.4391 -4.2392 36.7182 36.9183
-4.4391 -4.2392 37.1681 37.3681
-4.4391 -4.2392 37.6181 37.8181
-4.4391 -4.2392 38.068 38.2681
-4.4391 -4.2392 38.5179 38.718
-4.4391 -4.2392 38.9678 39.1679
-4.4391 -4.2392 39.4177 39.6178
-4.4391 -4.2392 39.8676 40.0677
-4.4391 -4.2392 40.3176 40.5176
-4.4391 -4.2392 40.7675 40.9676
-4.4391 -4.2392 41.2174 41.4175
-4.4391 -4.2392 41.6673 41.8674
-4.4391 -4.2392 41.8923 42.0923
-4.879 -4.6791 33.1189 33.319
-4.879 -4.6791 33.5688 33.7689
-4.879 -4.6791 34.0187 34.2188
-4.879 -4.6791 34.4687 34.6687
-4.879 -4.6791 34.9186 35.1187
-4.879 -4.6791 35.3685 35.5686
-4.879 -4.6791 35.8184 36.0185
-4.879 -4.6791 36.2683 36.4684
-4.879 -4.6791 36.7182 36.9183
-4.879 -4.6791 37.1681 37.3681
-4.879 -4.6791 37.6181 37.8181
-4.879 -4.6791 38.068 38.2681
-4.879 -4.6791 38.5179 38.718
-4.879 -4.6791 38.9678 39.1679
-4.879 -4.6791 39.4177 39.6178
-4.879 -4.6791 39.8676 40.0677
-4.879 -4.6791 40.3176 40.5176
-4.879 -4.6791 40.7675 40.9676
-4.879 -4.6791 41.2174 41.4175
-4.879 -4.6791 41.6673 41.8674
-4.879 -4.6791 41.8923 42.0923
-5.099 -4.899 33.1189 33.319
-5.099 -4.899 33.5688 33.7689
-5.099 -4.899 34.0187 34.2188
-5.099 -4.899 34.4687 34.6687
-5.099 -4.899 34.9186 35.1187
-5.099 -4.899 35.3685 35.5686
-5.099 -4.899 35.8184 36.0185
-5.099 -4.899 36.2683 36.4684
-5.099 -4.899 36.7182 36.9183
-5.099 -4.899 37.1681 37.3681
-5.099 -4.899 37.6181 37.8181
-5.099 -4.899 38.068 38.2681
-5.099 -4.899 38.5179 38.718
-5.099 -4.899 38.9678 39.1679
-5.099 -4.899 39.4177 39.6178
-5.099 -4.899 39.8676 40.0677
-5.099 -4.899 40.3176 40.5176
-5.099 -4.899 40.7675 40.9676
-5.099 -4.899 41.2174 41.4175
-5.099 -4.899 41.6673 41.8674
-5.099 -4.899 41.8923 42.0923
